City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Mossel Bay,-34.1831,22.146,67.93,62,13,10.25,ZA,1699799301
353,Chenzhou,25.8,113.0333,44.35,95,100,5.01,CN,1699799302
354,Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,24.26,50,0,8.28,CN,1699799302
355,Ha'Il,27.5219,41.6907,80.62,26,0,4.61,SA,1699799302
356,Happy Valley-Goose Bay,53.3168,-60.3315,25.11,68,75,13.8,CA,1699799302
357,Megalopoli,37.4011,22.1422,67.41,61,86,6.98,GR,1699799302
358,Zapolyarnyy,69.4154,30.8136,9.68,99,64,8.32,RU,1699799303
359,Buldana,20.5333,76.1833,71.85,36,100,4.59,IN,1699799303
360,Porto Da Folha,-9.9172,-37.2783,95.14,29,50,13.24,BR,1699799303
361,Nouadhibou,20.931,-17.0347,91.38,25,8,4.61,MR,1699799303
362,Bodo,67.28,14.405,32.04,56,0,26.46,NO,1699799304
363,Chernyshevsk,52.5243,117.0174,14.83,86,14,2.84,RU,1699799304
364,Strathalbyn,-35.2667,138.9,56.19,86,76,9.44,AU,1699799304
365,Luau,-10.7073,22.2247,82.54,47,98,5.12,AO,1699799304
366,Timbiras,-4.2553,-43.9406,98.26,30,20,4.27,BR,1699799304
367,Carbonear,47.7332,-53.2148,36.43,86,100,14.07,CA,1699799305
368,Chernyshevskiy,63.0128,112.4714,3.81,98,99,1.28,RU,1699799305
369,Ciudad Bolivar,8.1222,-63.5497,87.13,58,84,10.58,VE,1699799305
370,Manta,-0.95,-80.7333,76.78,78,100,9.22,EC,1699799306
371,Hashtpar,37.8008,48.9037,67.55,65,45,2.77,IR,1699799306
372,Pisco,-13.7,-76.2167,70.02,83,0,8.05,PE,1699799306
373,San Antonio De Pale,-1.4014,5.6325,78.93,84,100,8.93,GQ,1699799306
374,Khandyga,62.6667,135.6,-7.51,98,100,3.06,RU,1699799307
375,Grand Gaube,-20.0064,57.6608,78.39,66,98,1.01,MU,1699799307
376,Sandpoint,48.2766,-116.5533,36.72,94,40,3.44,US,1699799307
377,Escanaba,45.7453,-87.0646,46.71,71,100,12.66,US,1699799136
378,Muang Phonsavan,19.45,103.2167,64.33,95,59,2.84,LA,1699799308
379,Nyurba,63.2842,118.3319,-3.06,99,50,2.91,RU,1699799308
380,Key West,24.5557,-81.7826,82.4,80,0,9.22,US,1699799308
381,Kailua-Kona,19.6406,-155.9956,73.36,92,0,4.0,US,1699799309
382,Glace Bay,46.1969,-59.957,38.79,71,75,13.8,CA,1699799245
383,Samfya,-11.3649,29.5565,88.32,33,39,0.85,ZM,1699799309
384,Mitsamiouli,-11.3847,43.2844,82.69,75,30,6.55,KM,1699799309
385,Kenai,60.5544,-151.2583,8.65,92,0,3.44,US,1699799310
386,Lensk,60.7253,114.9278,14.95,89,90,7.61,RU,1699799310
387,Palikir - National Government Center,6.9248,158.1611,77.74,89,100,3.44,FM,1699799310
388,Aleg,17.0481,-13.9209,97.86,8,43,1.25,MR,1699799310
389,Khandud,36.9513,72.318,28.06,62,0,2.17,AF,1699799311
390,Palmer,42.1584,-72.3287,36.14,66,0,6.91,US,1699799066
391,Mutuali,-14.8706,37.0044,91.53,32,96,3.49,MZ,1699799312
392,Taseyevo,57.2169,94.8978,12.34,96,56,1.01,RU,1699799312
393,Ujae,8.9322,165.7642,80.53,84,100,13.62,MH,1699799312
394,Bayanhongor,46.7167,100.1167,6.33,63,100,3.87,MN,1699799312
395,Korla,41.7597,86.1469,41.47,57,43,1.86,CN,1699799313
396,Mar Del Plata,-38.0023,-57.5575,64.83,43,0,14.0,AR,1699799313
397,Alaghsas,17.0187,8.0168,94.89,8,0,12.66,NE,1699799313
398,Howrah,22.5892,88.3103,78.8,69,2,4.61,IN,1699799313
399,Mios,44.6049,-0.9333,64.49,77,0,12.66,FR,1699799314
400,Berezovyy,51.6667,135.7,15.46,65,56,4.76,RU,1699799314
401,Mumford,5.2618,-0.759,83.17,77,22,11.59,GH,1699799314
402,Waddan,29.1614,16.139,80.22,35,0,5.79,LY,1699799314
403,Malyn,50.7723,29.2383,42.96,91,100,17.98,UA,1699799314
404,Xining,36.6167,101.7667,30.07,72,3,2.42,CN,1699799315
405,Loen,7.7601,168.2307,81.81,80,100,10.33,MH,1699799315
406,Qamdo,31.1667,97.2333,24.55,48,100,2.24,CN,1699799315
407,Crane,31.3974,-102.3501,54.81,83,100,5.03,US,1699799315
408,Nasir,15.5894,32.5634,97.23,21,26,6.89,SD,1699799316
409,Puerto Varas,-41.3195,-72.9854,48.42,71,75,5.75,CL,1699799316
410,Juneau,58.3019,-134.4197,37.4,97,75,9.22,US,1699798784
411,Colonia,50.9333,6.95,51.13,75,0,5.75,DE,1699799235
412,Kargasok,59.0556,80.8572,33.96,94,100,5.99,RU,1699799317
413,Las Praderas,-3.3348,-79.7984,73.08,77,80,4.36,EC,1699799317
414,Mogocha,53.7333,119.7667,14.36,66,39,2.95,RU,1699799317
415,Egilsstadir,65.2653,-14.3948,24.71,100,75,1.14,IS,1699799318
416,Vrangel',42.7297,133.0839,25.18,55,0,13.31,RU,1699799318
417,Nishinoomote,30.7333,131.0,60.82,66,100,26.73,JP,1699799318
418,Tyre,33.2733,35.1939,82.13,59,100,5.41,LB,1699799318
419,At Taj,24.2049,23.2857,85.87,19,1,7.18,LY,1699799319
420,Ancud,-41.8697,-73.8203,49.28,51,28,10.31,CL,1699799319
421,Haimen,23.1935,116.6142,69.69,76,100,20.51,CN,1699799321
422,Ouadda,8.0777,22.4007,80.73,68,88,1.21,CF,1699799321
423,Melfort,52.8667,-104.6177,33.93,80,100,13.8,CA,1699799322
424,Edd,13.9297,41.6925,90.14,50,9,23.31,ER,1699799322
425,Poso,-1.3959,120.7524,77.4,90,73,4.72,ID,1699799322
426,Mongo,12.1844,18.693,96.42,18,63,7.61,TD,1699799322
427,Fuyang,32.9,115.8167,43.63,48,100,5.64,CN,1699799323
428,Xuddur,4.1213,43.8894,81.9,64,99,11.72,SO,1699799323
429,Andorra,42.5,1.5,65.88,35,40,11.5,AD,1699799323
430,Sobrance,48.7445,22.1814,48.47,78,100,1.63,SK,1699799324
431,Antofagasta,-23.65,-70.4,65.48,64,35,10.92,CL,1699799296
432,Mamadysh,55.7152,51.408,31.28,78,99,7.7,RU,1699799324
433,Al Burayqah,30.4062,19.5739,75.9,53,2,11.41,LY,1699799324
434,Charlestown,-32.95,151.6667,71.69,89,85,5.01,AU,1699799324
435,Madan,41.5,24.95,52.81,57,100,7.0,BG,1699799325
436,Tumpat,6.1978,102.171,80.58,89,20,1.14,MY,1699799325
437,Namie,37.4833,141.0,40.71,89,100,11.77,JP,1699799325
438,Tongliao,43.6125,122.2653,15.42,86,5,8.05,CN,1699799325
439,Tobelo,1.7284,128.0095,80.11,80,100,3.71,ID,1699799326
440,Villa Maria,-32.4075,-63.2402,67.82,28,0,21.18,AR,1699799326
441,Fort Frances,48.5999,-93.4003,33.17,93,92,5.75,CA,1699799326
442,Boende,-0.2167,20.8667,74.75,97,98,3.85,CD,1699799326
443,Imbituba,-28.24,-48.6703,83.86,70,0,9.17,BR,1699799327
444,Dombarovskiy,50.7587,59.5386,44.01,79,89,11.01,RU,1699799327
445,Onguday,50.75,86.15,31.51,91,100,2.04,RU,1699799327
446,Huanggang,23.677,116.9996,69.69,73,98,6.98,CN,1699799327
447,Port Lincoln,-34.7333,135.8667,55.71,78,92,15.48,AU,1699799328
448,Stepnogorsk,52.3544,71.8869,37.4,94,98,12.8,KZ,1699799328
449,Lorengau,-2.0226,147.2712,80.29,78,100,4.0,PG,1699799328
450,Ocean Shores,46.9737,-124.1563,48.02,94,0,10.36,US,1699799328
451,Mokhsogollokh,61.4681,128.9203,11.64,86,100,11.5,RU,1699799328
452,Magistral'Nyy,56.1725,107.4458,12.36,91,10,2.33,RU,1699799329
453,Awjilah,29.1081,21.2869,83.07,22,0,6.42,LY,1699799329
454,Strezhevoy,60.7333,77.5889,31.96,98,100,5.99,RU,1699799329
455,Fort St. John,56.2499,-120.8529,33.69,64,40,18.41,CA,1699799329
456,Sodra Sandby,56.5667,16.6167,44.89,86,92,11.86,SE,1699799329
457,Champerico,14.3,-91.9167,84.74,73,17,2.98,GT,1699799330
458,Swift Current,50.2834,-107.8014,36.41,69,0,19.57,CA,1699799049
459,Kuqa,41.7278,82.9364,44.62,52,5,6.51,CN,1699799330
460,Scottburgh,-30.2867,30.7532,69.12,72,99,19.66,ZA,1699799330
461,San Julian,21.0167,-102.1667,56.66,90,26,4.92,MX,1699799330
462,Kingston,17.997,-76.7936,86.95,74,20,6.91,JM,1699799241
463,Malanje,-9.5402,16.341,71.37,77,100,5.97,AO,1699799331
464,Aykhal,66.0,111.5,1.33,96,94,3.33,RU,1699799331
465,Cidreira,-30.1811,-50.2056,70.83,97,100,2.82,BR,1699799331
466,Praia Da Vitoria,38.7333,-27.0667,71.85,64,40,29.62,PT,1699799331
467,Lompoc,34.6391,-120.4579,57.58,70,0,6.91,US,1699799331
468,Haiku-Pauwela,20.9219,-156.3051,75.04,72,40,13.0,US,1699799332
469,Acajutla,13.5928,-89.8275,82.35,72,66,3.83,SV,1699799332
470,Langsa,4.4683,97.9683,77.58,91,100,2.15,ID,1699799332
471,Cloverdale,38.8055,-123.0172,52.11,89,100,1.99,US,1699799332
472,Pacific Grove,36.6177,-121.9166,62.65,54,0,4.61,US,1699799332
473,Xunchang,28.4543,104.715,49.84,86,100,4.94,CN,1699799333
474,Murrells Inlet,33.551,-79.0414,52.11,98,100,11.5,US,1699799333
475,Coahuayana De Hidalgo,18.7,-103.6583,77.59,83,10,3.33,MX,1699799333
476,Alto Barinas,8.5931,-70.2261,78.87,81,100,1.7,VE,1699799333
477,Vredendal,-31.6683,18.5012,74.35,36,0,22.84,ZA,1699799333
478,Afif,23.9065,42.9172,79.18,22,100,6.38,SA,1699799334
479,Chiras,35.4167,65.9823,36.88,51,4,0.98,AF,1699799334
480,Mili,6.0815,171.735,83.07,80,100,16.28,MH,1699799334
481,Alzamay,55.5562,98.6644,11.12,96,92,2.46,RU,1699799334
482,Trinidad,-14.8333,-64.9,94.98,49,40,18.41,BO,1699799335
483,Banjar,-8.19,114.9675,78.57,89,50,5.28,ID,1699799335
484,Paradip Garh,20.3167,86.6167,77.34,68,8,7.96,IN,1699799335
485,Muang Phon-Hong,18.4928,102.4172,76.6,89,100,2.42,LA,1699799335
486,Priozersk,61.0393,30.1291,39.0,87,100,18.77,RU,1699799336
487,Fenoarivo Be,-18.4333,46.5667,76.6,62,44,7.09,MG,1699799336
488,Ust'-Ilimsk,58.0006,102.6619,13.44,87,100,1.99,RU,1699799336
489,Cabo San Lucas,22.8909,-109.9124,77.5,73,6,6.15,MX,1699799222
490,Vanimo,-2.6741,141.3028,78.35,90,99,5.86,PG,1699799336
491,Lalsot,26.5667,76.3333,70.14,38,2,1.9,IN,1699799337
492,Robbah,33.2797,6.9098,76.64,29,3,11.12,DZ,1699799337
493,Touros,-5.1989,-35.4608,86.54,53,0,16.93,BR,1699799166
494,Arar,30.9753,41.0381,82.42,14,75,6.91,SA,1699799337
495,Ghadamis,30.1337,9.5007,76.73,28,0,10.36,LY,1699799337
496,Mercedes,-34.6515,-59.4307,72.86,42,0,17.43,AR,1699799338
497,Obock,12.25,43.0833,77.04,61,27,17.0,DJ,1699799338
498,Saint-Denis,48.9167,2.3333,56.93,96,100,10.36,FR,1699799338
499,Solnechnyy,50.7214,136.6319,6.8,93,73,5.39,RU,1699799338
500,Meizhou,24.2977,116.1072,61.02,83,88,4.23,CN,1699799339
501,Reszel,54.0504,21.1458,45.28,84,99,10.71,PL,1699799132
502,Aral,40.5156,81.2636,45.07,30,1,5.88,CN,1699799339
503,Tabou,4.423,-7.3528,82.78,75,30,8.16,CI,1699799339
504,Inongo,-1.95,18.2667,75.4,80,93,6.73,CD,1699799339
505,Sao Jose Da Coroa Grande,-8.8978,-35.1478,82.87,60,44,12.86,BR,1699799340
506,Pelabuhanratu,-6.9875,106.5514,78.82,89,75,4.74,ID,1699799340
507,Poronaysk,49.2167,143.1167,19.33,74,12,10.36,RU,1699799340
508,Kingsville,27.5159,-97.8561,60.76,97,75,7.0,US,1699799340
509,Dryden,49.7833,-92.7503,32.29,93,100,6.91,CA,1699799341
510,Eraan,9.0629,117.7016,79.65,86,23,4.16,PH,1699799341
511,Okha,53.5739,142.9478,24.28,75,100,15.97,RU,1699799341
512,Bamboo Flat,11.7,92.7167,77.09,94,75,5.75,IN,1699799341
513,Muroto-Misakicho,33.2833,134.15,55.85,58,3,20.56,JP,1699799341
514,Dingzhou,38.5131,114.9956,26.71,35,0,2.71,CN,1699799342
515,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,89.67,56,14,2.59,BR,1699799342
516,Laojunmiao,39.8333,97.7333,31.44,45,0,1.59,CN,1699799342
517,Quelimane,-17.8786,36.8883,85.95,66,20,13.8,MZ,1699799342
518,Scone,56.4194,-3.4051,47.97,85,13,1.99,GB,1699799343
519,Nogliki,51.8333,143.1667,17.35,61,100,15.99,RU,1699799344
520,Ceres,37.5949,-120.9577,48.04,100,0,3.44,US,1699799216
521,Sari,36.5633,53.0601,63.99,82,0,2.3,IR,1699799345
522,Cayambe,0.05,-78.1333,60.06,68,48,3.91,EC,1699799345
523,Tambo,-14.8,-73.9167,48.11,53,39,3.27,PE,1699799345
524,Altai,46.3722,96.2583,12.33,65,7,1.66,MN,1699799345
525,Sumbe,-11.2061,13.8437,78.94,83,78,4.27,AO,1699799346
526,Candolim,15.5181,73.7626,84.2,65,20,4.61,IN,1699799346
527,Morecambe,54.0684,-2.8611,45.09,89,100,4.0,GB,1699799346
528,Nambucca Heads,-30.65,153.0,71.6,92,52,5.77,AU,1699799346
529,Polazna,58.2946,56.4055,31.39,86,98,4.59,RU,1699799347
530,Princeville,45.7668,-61.2985,40.64,88,100,9.22,CA,1699799347
531,Chita,52.0333,113.55,15.69,73,32,4.47,RU,1699799347
532,Swakopmund,-22.6833,14.5333,81.45,73,70,12.01,NA,1699799347
533,Snyder,32.7179,-100.9176,48.54,100,100,3.44,US,1699799209
534,Balangir,20.7167,83.4833,75.29,55,1,2.62,IN,1699799348
535,Sao Raimundo Nonato,-9.0153,-42.6994,94.62,27,2,8.46,BR,1699799348
536,Boca Do Acre,-8.7522,-67.3978,95.38,42,95,4.52,BR,1699799349
537,Midvagur,62.0511,-7.1939,41.83,70,100,8.05,FO,1699799349
538,Kerikeri,-35.2268,173.9474,47.39,91,5,3.65,NZ,1699799349
539,Sao Vicente,-23.9631,-46.3919,102.38,42,74,1.99,BR,1699799349
540,Saint-Philippe,-21.3585,55.7679,74.79,81,83,9.95,RE,1699799350
541,Samsun,41.25,36.3333,65.16,77,75,4.61,TR,1699799350
542,Demirci,39.0461,28.6589,59.45,64,23,13.8,TR,1699799350
543,Bad Kosen,51.1333,11.7167,49.69,29,96,8.03,DE,1699799350
544,Inirida,3.8653,-67.9239,87.46,63,7,2.64,CO,1699799165
545,Pratt,37.6439,-98.7376,43.02,93,0,6.91,US,1699799306
546,Slave Lake,55.2834,-114.769,39.18,48,75,17.27,CA,1699799145
547,Vernon,50.2581,-119.2691,38.73,60,100,6.91,CA,1699799351
548,Hiratacho,35.4333,132.8167,48.22,83,99,8.21,JP,1699799351
549,Nola,40.922,14.5329,64.92,93,100,6.73,IT,1699799352
550,Presidente Olegario,-18.4178,-46.4181,96.35,18,33,3.69,BR,1699799352
551,Ostroh,50.3294,26.5143,43.43,85,100,17.52,UA,1699799352
552,Ghat,24.9647,10.1728,80.98,16,0,9.01,LY,1699799352
553,Orumiyeh,37.5527,45.0761,54.95,44,40,0.0,IR,1699799353
554,Nanning,22.8167,108.3167,61.25,72,100,7.18,CN,1699799353
555,Yel'Nya,54.5786,33.1837,45.05,95,100,12.68,RU,1699799353
556,Vikulovo,56.8167,70.6107,37.08,96,100,2.68,RU,1699799353
557,Al Bardiyah,31.7561,25.0865,74.16,58,2,9.66,LY,1699799354
558,Sarupathar,26.1984,93.8094,67.33,89,0,1.36,IN,1699799354
559,Hobyo,5.3505,48.5268,82.47,78,100,14.32,SO,1699799354
560,Fort Mcmurray,56.7268,-111.381,26.19,93,0,6.91,CA,1699799354
561,Altamira,-3.2033,-52.2064,92.66,45,30,6.13,BR,1699799355
562,Puerto Armuelles,8.2833,-82.8667,84.16,84,96,7.0,PA,1699799355
563,Sao Paulo De Olivenca,-3.3783,-68.8725,89.89,57,22,3.18,BR,1699799355
564,Bereket,39.2446,55.5154,62.4,44,0,15.1,TM,1699799355
565,Tezu,27.9167,96.1667,67.95,53,0,4.56,IN,1699799356
566,Mamu Kanjan,30.8333,72.8,71.15,33,0,3.4,PK,1699799356
567,North Madison,38.7678,-85.3966,44.65,74,0,6.91,US,1699799356
568,Maxixe,-23.8597,35.3472,82.22,69,0,16.11,MZ,1699799356
569,Khovd,48.0056,91.6419,20.97,94,69,1.63,MN,1699799285
570,Finspang,58.7058,15.7674,38.1,81,96,6.76,SE,1699799357
571,Olyokminsk,60.3736,120.4264,15.53,89,98,8.57,RU,1699799357
572,Taybad,34.74,60.7756,59.32,38,5,8.79,IR,1699799358
573,Acarau,-2.8856,-40.12,88.9,51,4,18.25,BR,1699799358
574,Chuguyevka,44.1653,133.8633,16.65,91,100,4.94,RU,1699799358
575,Holualoa,19.6228,-155.9522,69.64,92,0,4.0,US,1699799358
576,Kapuskasing,49.4169,-82.4331,30.29,80,40,13.8,CA,1699799237
577,Tirumullaivasal,11.2333,79.8333,80.24,73,97,14.12,IN,1699799359
578,Portsmouth,50.799,-1.0913,53.91,90,100,7.0,GB,1699799250
579,Shitanjing,39.2342,106.3439,27.82,18,100,6.82,CN,1699799359
580,Yeppoon,-23.1333,150.7333,67.78,73,8,10.94,AU,1699799359
581,Acapulco De Juarez,16.8634,-99.8901,80.42,83,0,6.91,MX,1699799267
582,Williams Lake,52.1415,-122.1445,31.57,95,40,8.05,CA,1699799360
583,Ormond-By-The-Sea,29.3491,-81.0665,71.62,97,100,13.8,US,1699799360
